Body type,Make,Model,Build Year,Generation,Power (in KW),Cylinder capacity,Odometer (km),Fuel,Gearbox,Seats,Upholstery,Doors,Car data from VIN,Minimum bid,Reserve Price,Buy it NOW,PRICE,SEK,Auction ends in,Time,Date,Auction end time,Auto1.com link,AUTO24 Price,Potential,Equipment from auto24,Displacement on auto24.ee listing,Body type on auto24.ee,Age of auto24.ee listing,Auto24.ee link,Auto24 search,page
combi,Seat,Leon 1.4 TSI,2016,2012 - 2020,92,"1,395",105272,petrol,manual,5,Part leather,5,"Detachable tow hitch,
Sitzheizung vorn,
Einparkhilfe vorn und hinten, optisch,
Sprachsteuerungs-System,
Sprachsteuerungs-System,
Servolenkung elektronisch gesteuert (Servotronic),
Audio-Navigationssystem mit Touchscreen Farbbildschirm,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Knieairbag Fahrerseite,
Kopf-Airbag-System,
Seitenairbag,
Klimaanlage Climatronic 2-Zonen,
Wegfahrsperre (elektronisch),
In navigation system,
Elektron. Differentialsperre (EDS),
Anti-Blockier-System (ABS),
Bordcomputer,
Elektron. Stabilitäts-Programm (ESP),
Elektron. Stabilitätskontrolle (ESC),
Fensterheber elektrisch hinten,
Fensterheber elektrisch vorn",10805,0,11207,11207,,23:18:30,18:31,12/10/2023,17:50 13/10/2023,https://www.auto1.com/en/app/merchant/car/JR57446,7500,-3707,"ABS brakes,
airbag,
anti-theft alarm system (with interior motion sensor),
auto-hold brakes,
braking force regulator,
central locking (with remote control),
driver drowsiness detection system,
front passenger airbag isolation,
immobilizer,
lane assist,
power steering (speed-proportional),
rain sensor,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (inner),
climate control,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
inside illuminated doors,
keyless entry,
spot lights,
tinted windows,
2x seat heating,
adjustable seat height (driver's seat, front passenger seat),
cup holders (in the front, in the back),
down folding back rest,
drawers under front seats,
front armrest (with compartment),
half-leather padding,
interior mats (rubber),
leather-coated hand brake handle,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
racing seats,
rear armrest,
steering wheel adjustment (height and depth),
car stereo (CD, MP3, with memory card interface, original),
hands free,
onboard computer,
speakers,
225/45/18 summer tires,
light alloy wheels (18 tolli SEAT),
tire pressure monitoring system,
comes with the caruued Michelin X-ice. winter tires (spike tires)alloy wheels (16 tolli SEAT veljed),
uued Michelin X-ice. winter tires (spike tires),
alloy wheels (16 tolli SEAT veljed),
fog lights (front, rear),
headlight range adjustment,
headlight washers,
LED (daytime running lights, rear lights, low beam, high beam),
lighting pack,
special light switch-dim-dip-light,
racing suspension,
1x 12v power outlet,
cargo attachment hooks,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
start-stop system,
tire repair kit,
tow hitch",1.4,hatchback,,https://eng.auto24.ee/vehicles/3942160,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=22&bw=119&f1=2012&f2=2020&i[]=1&h[]=1&m[0]=5&d1=5&d2=5&e[0]=60,5
van,Citroen,C4 Picasso 1.2 e-THP,2015,2015 - None,96,"1,199",113906,petrol,manual,5,Cloth,5,"Detachable tow hitch,
Rear,
Dirección asistida electromecánica,
Airbag acompañante Desconectable,
Airbag conductor/acompañante,
Airbag lateral delante,
Sistema de airbag para la cabeza,
Climatizador automático, conductor/acompañante separado regulable,
Radio CD USB,
Sistema antibloqueo (ABS),
Programa electrónico de estabilidad (ESP),
Inmovilizador con Transponder,
Elevalunas eléctric. delante con Transmisor de impulsos,
Elevalunas eléctric. detrás con Transmisor de impulsos,
Ordenador de a bordo",6790,0,0,6790,,22:38:11,18:31,12/10/2023,17:09 13/10/2023,https://www.auto1.com/en/app/merchant/car/KG96735,4998,-1792,"ABS brakes,
airbag,
central locking,
ISOFIX child seat preparation,
power steering,
traction control,
climate control,
cruise control,
engine pre-heating,
power windows,
multifunctional steering wheel,
seat heating,
steering wheel adjustment,
car stereo (CD, original),
comes with the car (winter tires),
summer tires",1.2,hatchback,,https://eng.auto24.ee/vehicles/3950539,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=20&bw=906&f1=2015&f2=None&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
suv,Hyundai,Tucson 2.0 CRDi,2015,2015 - None,100,"1,995",240898,diesel,manual,5,Cloth,5,"Rear camera,
Integrated,
Automatic,
Radio CD Changer",9883,0,10441,10441,,22:35:43,18:31,12/10/2023,17:07 13/10/2023,https://www.auto1.com/en/app/merchant/car/BV41675,16900,6459,"2x airbag,
ABS brakes,
auto-hold brakes,
automatic braking system,
braking force regulator,
central locking (with remote control),
immobilizer,
ISOFIX child seat preparation (on rear seat),
mountain brake,
power steering (speed-proportional),
rain sensor,
stability control,
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
air conditioner,
automatic anti-dazzle mirrors (inner),
Coming-/Leaving-Home system,
Defa engine pre-heating,
Defa interior pre-heating,
electrically adjustable mirrors (heated mirrors, folding, with memory),
inside illuminated doors,
parking aid (front, rear),
parking camera,
spot lights,
tinted windows,
4x seat heating,
adjustable backrest shape (driver's seat),
adjustable seat height (driver's seat, front passenger seat),
cup holders (in the front, in the back),
down folding back rest,
down folding front passenger backrest,
front armrest (with compartment),
heated steering wheel,
interior mats (rubber),
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest (with compartment),
steering wheel adjustment (height and depth),
textile upholstery,
car stereo (with USB interface, with memory card interface, original),
hands free,
navigation system (with map, with voice recognition),
screen (in front),
speakers,
summer tires,
tire pressure monitoring system,
comes with the carwinter tires (spike tires),
winter tires (spike tires),
adaptive lights,
fog lights (front, rear, cornering light function),
headlight range adjustment,
headlight washers,
LED (daytime running lights),
special light switch-dim-dip-light,
4x 12v power outlet,
cargo attachment hooks,
cooling glove box,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
start-stop system,
tire repair kit,
tow hitch (removable)",1.7,hatchback,,https://eng.auto24.ee/vehicles/3942592,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=34&bw=1016&f1=2015&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,5
suv,Nissan,Qashqai 1.6 dCi,2011,2011 - None,96,"1,598",346308,diesel,manual,5,Cloth,5,"Rear,
airbag lato guida / lato passeggero,
Big,
Automatic,
sistema antibloccaggio (ABS),
In navigation system",3115,2855,0,3115,,22:29:29,18:31,12/10/2023,17:01 13/10/2023,https://www.auto1.com/en/app/merchant/car/HW11394,4500,1385,,2.0,minivan,,https://eng.auto24.ee/vehicles/3927512,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=11&bw=1006&f1=2011&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,5
suv,Jeep,Compass 1.3 T-GDI,2020,2020 - None,96,"1,332",36969,petrol,manual,5,Part leather,5,"Sitzheizung vorn,
Parkpilotsystem vorn und hinten,
Freisprechanlage UConnect (mit Bluetooth-Schnittstelle),
Freisprechanlage UConnect (mit Bluetooth-Schnittstelle),
Servolenkung elektronisch gesteuert,
Airbag Fahrer-/Beifahrerseite,
Beifahrerairbag abschaltbar,
Kopf-Airbag-System,
Kopf-Airbag-System (Windowbag) vorn + hinten,
Seitenairbag,
Integrated,
Klimaautomatik 2-Zonen,
In navigation system,
Anti-Blockier-System (ABS),
Fensterheber elektrisch vorn,
Elektron. Stabilitäts-Programm (ESP)",18152,0,0,18152,,22:32:57,18:31,12/10/2023,17:04 13/10/2023,https://www.auto1.com/en/app/merchant/car/TV75640,0,-18152,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=32&bw=991&f1=2020&f2=None&i[]=1&h[]=1&m[0]=5&d1=5&d2=5&e[0]=60,5
suv,Ford,Maverick 2.7 Turbodiesel,1995,1993 - 1996,74,"2,664",301882,diesel,manual,4,Cloth,3,"Manual,
Tipo transmisión: Tracción 4 ruedas conectable",1124,0,0,1124,,22:47:32,18:31,12/10/2023,17:19 13/10/2023,https://www.auto1.com/en/app/merchant/car/YK72831,0,-1124,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=451&f1=1993&f2=1996&i[]=1&h[]=2&m[0]=3&d1=4&d2=4,5
van,Ford,C-Max 1.0 EcoBoost,2014,2006 - 2014,92,998,95224,petrol,manual,5,Cloth,5,"Sitzheizung vorn,
Parkpilotsystem hinten,
Parkpilotsystem vorn und hinten,
Vorrüstung Mobiltelefon/Handy,
Sprachsteuerung und Bluetooth-Schnittstelle,
Servolenkung elektrisch,
Sportsitze vorn,
Airbag Fahrer-/Beifahrerseite,
Kopf-Schulter-Airbag vorn und hinten,
Seitenairbag vorn,
Audio-Navigationssystem Ford SD,
Klimaanlage,
Rußpartikelfilter,
Wegfahrsperre,
Anti-Blockier-System (ABS),
Fensterheber elektrisch vorn + hinten,
Elektron. Stabilitäts-Programm (ESP),
Bordcomputer,
In navigation system",4964,0,5376,5376,,23:26:46,18:31,12/10/2023,17:58 13/10/2023,https://www.auto1.com/en/app/merchant/car/YM48043,1599,-3777,"2x airbag,
anti-theft alarm system,
central locking,
immobilizer,
power steering,
air conditioner,
electrically adjustable mirrors,
tinted windows,
interior mats (textile, rubber),
steering wheel adjustment (height and depth),
velour padding,
car stereo (CD),
summer tires,
comes with the carvelgedel winter tires (spike tires)dust shields,
velgedel winter tires (spike tires),
dust shields,
special light switch-dim-dip-light,
electrically heated windshield,
fire extinguisher,
luggage cover,
mud flaps, front/rear,
rear window cleaner,
rear window heating",1.6,minivan,,https://eng.auto24.ee/vehicles/3952224,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=971&f1=2006&f2=2014&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
limo,Opel,Astra 1.4 Turbo,2012,2010 - 2015,103,"1,364",78549,petrol,manual,5,Cloth,5,"Anhängerkupplung (Kugelkopf abnehmbar),
Sitzheizung vorn,
Parkpilotsystem vorn und hinten,
Servolenkung geschwindigkeitsabhängig,
Sport-Fahrwerk,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System,
Seitenairbag vorn,
Sitzbelegungserkennung für Airbag Beifahrerseite,
Klimaautomatik 2-Zonen,
Anti-Blockier-System (ABS),
Audiosystem CD 400 MP3 (Radio/CD-Player MP3-fähig),
Bordcomputer,
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch vorn",6200,0,6585,6585,,23:11:1,18:31,12/10/2023,17:42 13/10/2023,https://www.auto1.com/en/app/merchant/car/MY64573,1699,-4886,"ABS brakes,
airbag,
braking force regulator,
central locking,
immobilizer,
power steering,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
air conditioner,
cruise control,
electrically adjustable mirrors,
mirrors in sunshields,
power windows,
spot lights,
tinted windows,
adjustable seat height,
cup holders,
down folding back rest,
fine laths inside saloon,
front armrest,
interior mats,
leather-coated hand brake handle,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
rear armrest,
seat heating,
steering wheel adjustment,
textile upholstery,
car stereo,
onboard computer,
speakers,
dust shields,
fog lights,
headlight range adjustment,
12v power outlet,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings",1.6,touring,,https://eng.auto24.ee/vehicles/3945963,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=5&bw=42&f1=2010&f2=2015&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
limo,MINI,MINI One,2007,,70,"1,397",61827,petrol,manual,4,Cloth,3,"Direction assistée,
Direction assistée à commande électronique,
Airbag conducteur et passager,
Airbag lat AV,
Système d\'airbag crânien AR,
Système d\'airbag crânien AV,
Climatisation,
Système d\'antiblocage de frein (ABS),
Système audio MINI CD (Radio/lecteur CD),
Lève-vitre électrique AV",3365,0,3766,3766,,23:25:5,18:31,12/10/2023,17:56 13/10/2023,https://www.auto1.com/en/app/merchant/car/XF18536,0,-3766,,,,,,,6
suv,Skoda,Karoq 1.6 TDI,2020,2017 - 2021,85,"1,598",50327,diesel,manual,5,Part leather,5,"tetto apribile panorama elettr.,
aiuto parcheggio post.,
retrocamera,
Impianto vivavoce Comfort Bluetooth, senza comando vocale,
airbag ginocchia lato guida,
airbag lat. ant.,
airbag lato guida / lato passeggero,
sistema airbag testa,
sistema audio-navigazione Amundsen,
climatizzatore climatronic 2 zone,
filtro antiparticolato,
sistema antibloccaggio (ABS),
Electronic Stability Program (ESP),
alzacristalli elettr. ant. + post.,
differenziale autobloccante elettr. (XDS),
Radio CD USB",19900,0,0,19900,,23:26:49,18:31,12/10/2023,17:58 13/10/2023,https://www.auto1.com/en/app/merchant/car/WW89096,0,-19900,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=40&bw=5130&f1=2017&f2=2021&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=60,6
limo,Volkswagen,Golf VII 1.4 TSI,2014,2013 - 2017,103,"1,395",156855,petrol,manual,5,Alcantara,5,"Bi-Xenon-Scheinwerfer,
Sitzheizung vorn,
Park-Distance-Control (vorn und hinten),
Servolenkung elektronisch gesteuert (Servotronic),
Sportsitze,
Navigationsmodul Discover Media (für Audiosystem),
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Knieairbag Fahrerseite,
Kopf-Airbag-System vorn und hinten inkl. Seitenairbag vorn,
Klimaanlage Climatronic 2-Zonen,
Wegfahrsperre (elektronisch),
Audiosystem Composition Media (MP3-Wiedergabefunktion, Radio/CD-Player, Bluetooth),
Audiosystem Composition Colour (MP3-Wiedergabefunktion, Radio/CD-Player),
Geschwindigkeits-Begrenzeranlage,
Anti-Blockier-System (ABS),
Elektron. Differentialsperre (EDS),
Elektron. Differentialsperre (XDS),
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch vorn + hinten",8365,0,0,8365,,23:1:36,18:31,12/10/2023,17:33 13/10/2023,https://www.auto1.com/en/app/merchant/car/WH90833,5600,-2765,"central locking (with remote control),
power steering (speed-proportional)",1.2,hatchback,,https://eng.auto24.ee/vehicles/3950943,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=2&f1=2013&f2=2017&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,6
limo,Mercedes-Benz,C-Klasse C 200 CDI,2012,2012 - None,100,"2,143",141008,diesel,automatic,5,Part leather,4,"Siège AV D élect. réglable(s),
Siège AV G à réglages électriques,
Rear,
Direction assistée,
Airbag conducteur et passager,
Airbag genou conducteur,
Airbag lat (Sidebag) AV,
Système d'airbag crânien (Airbag rideau),
Climatisation automatique (Thermatic),
filtre à particules (FAP),
Système audio Audio 20 (Radio/lecteur CD),
Système d'antiblocage de frein (ABS),
Lève-vitre électrique AV + AR,
Contrôle dynamique de stabilité (ESP),
Antidémarrage",9556,0,10106,10106,,22:32:6,18:31,12/10/2023,17:03 13/10/2023,https://www.auto1.com/en/app/merchant/car/WX58685,11999,1893,"ABS brakes,
airbag,
anti-theft alarm system,
auto-hold brakes,
automatic braking system,
collision avoidance system,
driver drowsiness detection system,
electric handbrake,
front passenger airbag isolation,
power steering (speed-proportional),
rain sensor,
traction control,
cruise control,
electrical tailgate opening system (remote),
mirrors in sunshields,
adjustable backrest shape (driver's seat, front passenger seat),
adjustable seat height (driver's seat, front passenger seat),
electrically adjustable seats,
gear change from steering wheel,
half-leather padding,
leather steering wheel,
pockets on backside of the front seats,
seat heating,
steering wheel adjustment (height and depth),
car stereo (with USB interface, with memory card interface, original),
navigation system (with map),
onboard computer,
screen (in front),
speakers,
stereo amplifier,
subwoofer,
summer tires,
fog lights (front, rear),
Xenon headlight,
12v power outlet,
start-stop system",1.6,sedan,,https://eng.auto24.ee/vehicles/3879935,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=12&bw=1227&f1=2012&f2=None&i[]=2&h[]=2&m[0]=4&d1=5&d2=5&e[0]=60,6
limo,Alfa Romeo,Giulietta 1.4 Turbo,2011,2010 - 2016,125,"1,368",183320,petrol,manual,5,Cloth,5,"Einparkhilfe hinten,
Blue & Me Bluetooth-Freisprecheinrichtung mit Spracherkennung und USB-Anschluss,
Servolenkung,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System,
Seitenairbag,
Klimaautomatik 2-Zonen,
Rußpartikelfilter,
Wegfahrsperre (elektronisch),
Anti-Blockier-System (ABS),
Bordcomputer / Check-Control,
Elektron. Differentialsperre (Q2),
Fensterheber elektrisch vorn,
Fensterheber elektrisch hinten,
Radio CD",4357,0,4746,4746,,22:48:55,18:31,12/10/2023,17:20 13/10/2023,https://www.auto1.com/en/app/merchant/car/DL08292,0,-4746,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=9&bw=1041&f1=2010&f2=2016&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,6
suv,Opel,Mokka 1.7 CDTI,2014,2012 - 2016,96,"1,686",186952,diesel,manual,5,Leather,5,"Siège chauffant AV,
Système d\'assistance de conduite: Système aide au stationnement avec Caméra aide au recul,
Direction assistée asservie à la vitesse,
Système audio et navigation Navi 950 Europa IntelliLink,
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag lat AV,
Système d\'airbag crânien,
Climatisation automatique 2 zones,
filtre à particules (FAP),
Système d\'antiblocage de frein (ABS),
Ordinateur de bord,
Lève-vitre électrique AV + AR,
Contrôle dynamique de stabilité (ESP),
Antidémarrage,
Radio CD USB",6062,0,6443,6443,,23:21:1,18:31,12/10/2023,17:52 13/10/2023,https://www.auto1.com/en/app/merchant/car/TP10505,0,-6443,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=5&bw=2161&f1=2012&f2=2016&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,6
combi,Ford,Focus 1.6 TDCi,2011,2011 - None,70,"1,560",308984,diesel,manual,5,Cloth,5,"Parkpilotsystem hinten,
Servolenkung,
Servolenkung elektrisch,
Airbag Fahrer-/Beifahrerseite,
Kopf-Schulter-Airbag vorn und hinten,
Seitenairbag vorn,
Rußpartikelfilter,
Klimaanlage,
Wegfahrsperre (elektronisch),
Anti-Blockier-System (ABS),
Fensterheber elektrisch vorn + hinten mit Komfortschließung,
Elektron. Stabilitäts-Programm (ESP),
Bordcomputer,
Audiosystem: Radio/CD-Player mit Multi-Funktions-Display",2101,0,0,2101,,22:40:56,18:31,12/10/2023,17:12 13/10/2023,https://www.auto1.com/en/app/merchant/car/JS72786,3499,1398,"ABS brakes,
airbag,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
electric handbrake,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation (on rear seat),
power steering (speed-proportional),
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
third brake light,
traction control,
2x power windows,
air conditioner,
automatic anti-dazzle mirrors (inner, outer),
Coming-/Leaving-Home system,
electrically adjustable mirrors (heated mirrors),
inside illuminated doors,
mirrors in sunshields,
parking aid (rear),
spot lights,
adjustable seat height,
cargo mat,
cup holders (in the front, in the back),
down folding back rest,
front armrest (with compartment),
interior mats (rubber),
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest,
steering wheel adjustment (height and depth),
Aux / Bluetooth car stereo (CD, MP3, original),
car phone,
GSM antenna,
hands free,
navigation system (with map),
onboard computer,
screen (in front),
speakers,
stereo amplifier,
M&S summer tires,
tire pressure monitoring system,
fog lights (front, rear),
headlight range adjustment,
lighting pack,
special light switch-dim-dip-light,
12v power outlet,
ASSYST,
cargo attachment hooks,
cooling glove box,
electrically heated windshield,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings",1.6,touring,,https://eng.auto24.ee/vehicles/3916513,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=63&f1=2011&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,6
